"grade","final","hw","quizzes","class","semester","time"
0.978458333333333,0.947916666666667,0.996111111111111,0.9625,"151A","Fall 2024","Fall 2024"
0.9741125,0.989583333333333,0.99,0.966666666666667,"151A","Fall 2024","Fall 2024"
0.972729166666667,1,0.993888888888889,0.920833333333333,"151A","Fall 2024","Fall 2024"
0.972041666666667,0.989583333333333,0.991388888888889,0.925,"151A","Fall 2024","Fall 2024"
0.970883833333333,1,0.999444444444444,0.954166666666667,"151A","Fall 2024","Fall 2024"
0.968129166666667,0.9375,0.992222222222222,0.954166666666667,"151A","Fall 2024","Fall 2024"
0.965004166666667,0.989583333333333,0.993888888888889,0.916666666666667,"151A","Fall 2024","Fall 2024"
0.962708333333333,0.864583333333333,0.995277777777778,0.95,"151A","Fall 2024","Fall 2024"
0.960375,1,0.996666666666667,0.875,"151A","Fall 2024","Fall 2024"
0.9595875,0.9375,0.995833333333333,0.958333333333333,"151A","Fall 2024","Fall 2024"
0.9589,1,0.9975,0.8875,"151A","Fall 2024","Fall 2024"
0.9573375,1,0.995833333333333,0.883333333333333,"151A","Fall 2024","Fall 2024"
0.955520833333333,0.958333333333333,0.995277777777778,0.879166666666667,"151A","Fall 2024","Fall 2024"
0.9534255,0.979166666666667,0.9975,0.908333333333333,"151A","Fall 2024","Fall 2024"
0.952045833333333,0.958333333333333,0.997777777777778,0.920833333333333,"151A","Fall 2024","Fall 2024"
0.949157833333333,0.916666666666667,0.996944444444444,0.958333333333333,"151A","Fall 2024","Fall 2024"
0.943316666666667,1,0.995555555555556,0.8375,"151A","Fall 2024","Fall 2024"
0.943178666666667,0.947916666666667,0.998888888888889,0.920833333333333,"151A","Fall 2024","Fall 2024"
0.940754166666667,1,0.995555555555556,0.820833333333333,"151A","Fall 2024","Fall 2024"
0.940620833333333,0.9375,0.986111111111111,0.920833333333333,"151A","Fall 2024","Fall 2024"
0.940245833333333,1,0.996111111111111,0.883333333333333,"151A","Fall 2024","Fall 2024"
0.939979166666667,0.958333333333333,0.994722222222222,0.954166666666667,"151A","Fall 2024","Fall 2024"
0.938666666666667,0.989583333333333,0.995555555555556,0.933333333333333,"151A","Fall 2024","Fall 2024"
0.9326875,0.979166666666667,0.995833333333333,0.795833333333333,"151A","Fall 2024","Fall 2024"
0.9304,0.958333333333333,0.994166666666667,0.916666666666667,"151A","Fall 2024","Fall 2024"
0.930275,1,0.996666666666667,0.904166666666667,"151A","Fall 2024","Fall 2024"
0.9273125,0.708333333333333,0.9925,0.916666666666667,"151A","Fall 2024","Fall 2024"
0.9252125,0.979166666666667,0.995833333333333,0.779166666666667,"151A","Fall 2024","Fall 2024"
0.919754166666667,1,0.997222222222222,0.929166666666667,"151A","Fall 2024","Fall 2024"
0.9179875,0.958333333333333,0.993333333333333,0.9,"151A","Fall 2024","Fall 2024"
0.917870833333333,0.9375,0.994444444444444,0.841666666666667,"151A","Fall 2024","Fall 2024"
0.914407833333333,0.958333333333333,0.989444444444444,0.829166666666667,"151A","Fall 2024","Fall 2024"
0.9129625,0.979166666666667,0.9975,0.916666666666667,"151A","Fall 2024","Fall 2024"
0.9108125,1,0.993333333333333,0.8375,"151A","Fall 2024","Fall 2024"
0.909495833333333,0.916666666666667,0.997777777777778,0.820833333333333,"151A","Fall 2024","Fall 2024"
0.90755,0.9375,0.995833333333333,0.9,"151A","Fall 2024","Fall 2024"
0.906925,1,0.995833333333333,0.866666666666667,"151A","Fall 2024","Fall 2024"
0.902691666666667,0.895833333333333,0.991388888888889,0.858333333333333,"151A","Fall 2024","Fall 2024"
0.879975,0.927083333333333,0.993333333333333,0.716666666666667,"151A","Fall 2024","Fall 2024"
0.873008333333333,0.854166666666667,0.991944444444444,0.841666666666667,"151A","Fall 2024","Fall 2024"
0.872566666666667,0.84375,0.996388888888889,0.670833333333333,"151A","Fall 2024","Fall 2024"
0.8694625,0.958333333333333,0.989166666666667,0.654166666666667,"151A","Fall 2024","Fall 2024"
0.866758333333333,0.833333333333333,0.995277777777778,0.816666666666667,"151A","Fall 2024","Fall 2024"
0.862591666666667,0.9375,0.994722222222222,0.7625,"151A","Fall 2024","Fall 2024"
0.8406495,0.833333333333333,0.9825,0.6875,"151A","Fall 2024","Fall 2024"
0.827631642857143,0.854166666666667,0.910833333333333,0.729166666666667,"151A","Fall 2024","Fall 2024"
0.8273625,0.895833333333333,0.993333333333333,0.629166666666667,"151A","Fall 2024","Fall 2024"
0.82715,0.708333333333333,1,0.691666666666667,"151A","Fall 2024","Fall 2024"
0.817548809523809,0.90625,0.985555555555556,0.670833333333333,"151A","Fall 2024","Fall 2024"
0.806602976190476,0.666666666666667,0.994444444444444,0.625,"151A","Fall 2024","Fall 2024"
0.798341666666667,0.9375,0.988888888888889,0.554166666666667,"151A","Fall 2024","Fall 2024"
0.789137595238095,0.958333333333333,0.994722222222222,0.5125,"151A","Fall 2024","Fall 2024"
0.785402976190476,0.9375,0.502777777777778,0.858333333333333,"151A","Fall 2024","Fall 2024"
0.782233333333333,0.770833333333333,0.992777777777778,0.529166666666667,"151A","Fall 2024","Fall 2024"
0.781233333333333,0.645833333333333,0.993611111111111,0.5875,"151A","Fall 2024","Fall 2024"
0.763579166666667,0.770833333333333,0.802222222222222,0.604166666666667,"151A","Fall 2024","Fall 2024"
0.746954166666667,0.791666666666667,0.982222222222222,0.358333333333333,"151A","Fall 2024","Fall 2024"
0.7334125,0.645833333333333,0.843333333333333,0.525,"151A","Fall 2024","Fall 2024"
0.520249404761905,0,0.983611111111111,0.325,"151A","Fall 2024","Fall 2024"
0.111333833333333,0,0.277777777777778,0,"151A","Fall 2024","Fall 2024"
0,0,0,0,"151A","Spring 2024","Spring 2024"
0.82,0.7,0.984722222222222,0.752222222222222,"151A","Spring 2024","Spring 2024"
0.44130604288499,0.25,0.330555555555556,0.398148148148148,"151A","Spring 2024","Spring 2024"
0.923972222222222,0.875,0.995555555555556,0.944444444444444,"151A","Spring 2024","Spring 2024"
0.9625,0.9,1,0.95,"151A","Spring 2024","Spring 2024"
0.806666666666667,0.65,0.998611111111111,0.777777777777778,"151A","Spring 2024","Spring 2024"
0.468676900584795,0.325,0.655555555555556,0.44,"151A","Spring 2024","Spring 2024"
0.927222222222222,0.9,1,0.888888888888889,"151A","Spring 2024","Spring 2024"
0.863981481481481,0.8,0.926388888888889,0.714814814814815,"151A","Spring 2024","Spring 2024"
0.787222222222222,0.575,0.994444444444444,0.738333333333333,"151A","Spring 2024","Spring 2024"
0.98,0.95,0.997222222222222,0.972222222222222,"151A","Spring 2024","Spring 2024"
0.885555555555556,0.8,0.988888888888889,0.911111111111111,"151A","Spring 2024","Spring 2024"
0.892361111111111,0.825,0.998611111111111,0.905555555555556,"151A","Spring 2024","Spring 2024"
0.905168128654971,0.925,1,0.977777777777778,"151A","Spring 2024","Spring 2024"
0.87875,0.725,0.997222222222222,0.872222222222222,"151A","Spring 2024","Spring 2024"
0.763014619883041,0.45,0.806666666666667,0.777777777777778,"151A","Spring 2024","Spring 2024"
0.753611111111111,0.5,0.981944444444445,0.688888888888889,"151A","Spring 2024","Spring 2024"
0.564240984405458,0.3,0.825,0.610648148148148,"151A","Spring 2024","Spring 2024"
0.884444444444444,0.8,0.997222222222222,0.9,"151A","Spring 2024","Spring 2024"
0.768055555555556,0.6,1,0.672222222222222,"151A","Spring 2024","Spring 2024"
0.825740740740741,0.625,1,0.837962962962963,"151A","Spring 2024","Spring 2024"
0.914583333333333,0.825,1,0.873333333333333,"151A","Spring 2024","Spring 2024"
0.877939814814815,0.8,1,0.871759259259259,"151A","Spring 2024","Spring 2024"
0.929444444444445,0.95,1,0.927777777777778,"151A","Spring 2024","Spring 2024"
0.983625730994152,1,1,0.955555555555556,"151A","Spring 2024","Spring 2024"
0.915555555555556,0.85,1,0.972222222222222,"151A","Spring 2024","Spring 2024"
0.93375,0.775,0.998611111111111,0.961111111111111,"151A","Spring 2024","Spring 2024"
0.907514619883041,0.8,0.991666666666667,0.977777777777778,"151A","Spring 2024","Spring 2024"
1,1,1,1,"151A","Spring 2024","Spring 2024"
0.640555555555556,0.25,1,0.592222222222222,"151A","Spring 2024","Spring 2024"
1,1,1,1,"151A","Spring 2024","Spring 2024"
0.671293859649123,0.425,0.913888888888889,0.512222222222222,"151A","Spring 2024","Spring 2024"
0.814861111111111,0.725,0.991666666666667,0.661111111111111,"151A","Spring 2024","Spring 2024"
0.625694444444444,0.025,0.993055555555556,0.683333333333333,"151A","Spring 2024","Spring 2024"
0.791041666666667,0.6,0.998611111111111,0.765277777777778,"151A","Spring 2024","Spring 2024"
0.836029239766082,0.6,0.993888888888889,0.911111111111111,"151A","Spring 2024","Spring 2024"
0.902361111111111,0.825,1,0.944444444444444,"151A","Spring 2024","Spring 2024"
0.77650462962963,0.625,0.983333333333333,0.814351851851852,"151A","Spring 2024","Spring 2024"
0.891898148148148,0.825,1,0.742592592592592,"151A","Spring 2024","Spring 2024"
0.916388888888889,0.95,0.997222222222222,0.877777777777778,"151A","Spring 2024","Spring 2024"
0.898611111111111,0.9,1,0.894444444444444,"151A","Spring 2024","Spring 2024"
0.959722222222222,1,0.998611111111111,1,"151A","Spring 2024","Spring 2024"
0.979027777777778,0.975,0.995833333333333,0.944444444444444,"151A","Spring 2024","Spring 2024"
0.96015350877193,0.975,1,0.966666666666667,"151A","Spring 2024","Spring 2024"
0.990416666666667,0.975,1,0.986666666666667,"151A","Spring 2024","Spring 2024"
0.98375,0.975,1,1,"151A","Spring 2024","Spring 2024"
0.96,1,1,1,"151A","Spring 2024","Spring 2024"
0.940723684210526,0.925,0.991666666666667,0.966666666666667,"151A","Spring 2024","Spring 2024"
0.823472222222222,0.575,0.998611111111111,0.84,"151A","Spring 2024","Spring 2024"
0.945460526315789,0.925,1,1,"151A","Spring 2024","Spring 2024"
0.527785087719298,0.15,1,0.331666666666667,"151A","Spring 2024","Spring 2024"
